run_id,algo,ms,function_set,constant_set
5c043cb5-9ad6-11f1-b881-2c7ba0e6fa90,SLIM*MIX_ms0.01_pat5_fn-full_extended_const-small_ints_ogens100000_pop200_tabpfnv3_norotate,0.01,full_extended,small_ints
